55.391,59.6532
66.203,59.6532
85.594,59.6532
93.031,59.6532
91.281,59.6532
84.438,59.6532
77.469,59.6532
76.156,59.6532
76.25,59.6532
73.594,59.6532
70.266,59.6532
68.297,59.6532
66.938,59.6532
66.062,59.6532
64.984,59.6532
63.484,59.6532
62.609,59.6532
61.812,59.4615
61.172,59.4615
59.406,59.4615
58.234,59.4615
66.469,59.4615
87.031,59.4615
96.156,59.4615
97.547,59.4615
94.453,59.4615
86.844,59.4615
80.125,59.4615
79.125,59.4615
76.953,59.4615
75.531,59.4615
71.641,59.4615
69.922,59.4615
67.375,59.4615
67.297,59.4615
64.266,59.4615
64.297,59.4615
62.656,59.6069
62.906,59.6069
61.797,59.6069
60.844,59.6069
65.469,59.6069
84.953,59.6069
97.734,59.6069
100.266,59.6069
97.5,59.6069
90.906,59.6069
81.531,59.6069
80.5,59.6069
79.703,59.6069
76.734,59.6069
74.094,59.6069
71.438,59.6069
69.5,59.6069
68.297,59.6069
65.906,59.6069
65.312,59.6069
63.5,60.1016
63.141,60.1016
61.406,60.1016
61.656,60.1016
61.516,60.1016
77.953,60.1016
91.297,60.1016
93.953,60.1016
89.812,60.1016
82.219,60.1016
76.562,60.1016
76.828,60.1016
75.094,60.1016
72.984,60.1016
69.781,60.1016
67.797,60.1016
66.406,60.1016
65.891,60.1016
63.953,60.1016
63.641,60.1016
61.906,60.1882
62.594,60.1882
61.594,60.1882
59.938,60.1882
63.453,60.1882
83.875,60.1882
95.703,60.1882
99.094,60.1882
97.062,60.1882
91.641,60.1882
82.781,60.1882
81.016,60.1882
80.078,60.1882
78.625,60.1882
74.797,60.1882
72.422,60.1882
69.328,60.1882
67.734,60.1882
66.625,60.1882
65.219,60.1882
65.047,59.9482
64.141,59.9482
63.531,59.9482
62.172,59.9482
65.562,59.9482
85.062,59.9482
98.781,59.9482
101.594,59.9482
98.703,59.9482
91.844,59.9482
83.453,59.9482
80.5,59.9482
79.75,59.9482
77.812,59.9482
74.703,59.9482
72.703,59.9482
70.562,59.9482
69.688,59.9482
67.156,59.9482
65.516,59.9482
64.859,60.6915
64.156,60.6915
61.516,60.6915
60.734,60.6915
60.906,60.6915
77.062,60.6915
91.172,60.6915
94.344,60.6915
90.047,60.6915
82.172,60.6915
77.422,60.6915
76.75,60.6915
75.469,60.6915
72.297,60.6915
69.219,60.6915
67.078,60.6915
66.062,60.6915
65.703,60.6915
64,60.6915
62.047,60.6915
60.172,60.5647
59.453,60.5647
60.547,60.5647
58,60.5647
63.797,60.5647
84.734,60.5647
96,60.5647
96.516,60.5647
94.125,60.5647
86.531,60.5647
79.641,60.5647
78.109,60.5647
77.578,60.5647
74.781,60.5647
72.281,60.5647
70.297,60.5647
67.5,60.5647
64.703,60.5647
65.172,60.5647
63.859,60.5647
61.953,59.5602
61.734,59.5602
60.703,59.5602
59.469,59.5602
70.781,59.5602
89.812,59.5602
101.734,59.5602
100.938,59.5602
97.891,59.5602
89.078,59.5602
82.094,59.5602
80.453,59.5602
79.047,59.5602
76.531,59.5602
73.484,59.5602
70.703,59.5602
68.844,59.5602
66.859,59.5602
68.094,59.5602
65.453,59.5602
65.031,59.2621
63.156,59.2621
61.938,59.2621
61.047,59.2621
67.281,59.2621
86.891,59.2621
98.578,59.2621
99.984,59.2621
98.188,59.2621
89.203,59.2621
82.703,59.2621
80.656,59.2621
79.328,59.2621
76.688,59.2621
73.734,59.2621
71.5,59.2621
70.422,59.2621
67.609,59.2621
66.25,59.2621
64.078,59.2621
63.172,58.2356
62.781,58.2356
62.125,58.2356
60.734,58.2356
62.422,58.2356
78.812,58.2356
92.422,58.2356
93.328,58.2356
90.25,58.2356
79.688,58.2356
75.938,58.2356
75.266,58.2356
74.156,58.2356
72.328,58.2356
68.859,58.2356
67.703,58.2356
66.078,58.2356
64.281,58.2356
63.188,58.2356
60.609,58.2356
60.75,58.2356
58.578,57.2303
