0	1	63	0
1	2	28	0
2	3	10	0
3	4	7	0
4	5	121	0
5	6	119	120
6	117	118	0
7	8	9	0
8	122	123	0
9	124	125	0
10	11	21	0
11	12	14	0
12	13	128	0
13	126	127	0
14	15	18	0
15	16	17	0
16	129	130	0
17	131	132	0
18	19	20	0
19	133	134	0
20	135	136	0
21	22	26	0
22	23	24	0
23	137	138	0
24	25	141	0
25	139	140	0
26	27	144	0
27	142	143	0
28	29	58	0
29	145	30	0
30	31	52	0
31	32	34	0
32	33	148	0
33	146	147	0
34	35	50	0
35	36	42	0
36	37	38	0
37	149	150	0
38	151	39	0
39	40	155	0
40	41	154	0
41	152	153	0
42	43	46	0
43	44	159	0
44	45	158	0
45	156	157	0
46	47	48	0
47	160	161	0
48	49	164	0
49	162	163	0
50	51	167	0
51	165	166	0
52	53	55	0
53	54	170	171
54	168	169	0
55	56	57	0
56	172	173	0
57	174	175	0
58	59	60	0
59	176	177	0
60	61	62	0
61	178	179	0
62	180	181	0
63	64	71	0
64	65	68	0
65	66	185	0
66	182	67	0
67	183	184	0
68	69	189	0
69	186	70	0
70	187	188	0
71	72	111	0
72	73	82	107
73	74	77	0
74	75	76	0
75	190	191	0
76	192	193	0
77	78	80	0
78	79	196	0
79	194	195	0
80	81	199	0
81	197	198	0
82	83	93	0
83	84	88	0
84	85	87	0
85	200	86	0
86	201	202	0
87	203	204	0
88	89	92	0
89	90	208	0
90	205	91	0
91	206	207	0
92	209	210	0
93	94	97	0
94	95	96	0
95	211	212	0
96	213	214	0
97	98	104	0
98	99	103	0
99	100	219	0
100	101	102	0
101	215	216	0
102	217	218	0
103	220	221	0
104	105	225	0
105	106	224	0
106	222	223	0
107	108	109	0
108	226	227	0
109	110	230	0
110	228	229	0
111	112	115	0
112	113	114	0
113	231	232	0
114	233	234	0
115	235	116	0
116	236	237	0
