2.945	1.368	1.368
6.174	1.159	1.159
0.819	0.806	0.806
2.216	0.271	0.271
1.107	0.254	0.254
0.647	0.182	0.182
0.833	0.141	0.141
0.849	0.244	0.244
0.701	0.126	0.126
1.253	0.089	0.089
1.792	0.425	0.425
1.198	0.244	0.244
0.794	0.232	0.232
0.605	0.168	0.168
0.467	0.244	0.244
0.26	0.198	0.198
1.189	0.126	0.126
1.258	0.084	0.084
1.36	0.171	0.171
0.726	0.122	0.122
0.533	0.143	0.143
0.963	0.293	0.293
0.649	0.222	0.222
0.933	0.203	0.203
2.194	0.093	0.093
0.501	0.041	0.041
1.382	0.14	0.14
1.867	0.094	0.094
0.26	0.918	0.918
1.037	0.87	0.87
1.235	0.741	0.741
0.26	0.682	0.682
2.347	0.161	0.161
0.962	0.116	0.116
0.477	0.667	0.667
1.008	0.492	0.492
1.896	0.253	0.253
2.392	0.163	0.163
1.087	0.14	0.14
0.26	0.132	0.132
1.445	0.086	0.086
0.846	0.057	0.057
1.11	0.39	0.39
1.083	0.244	0.244
1.084	0.214	0.214
2.551	0.118	0.118
2.137	0.216	0.216
0.938	0.099	0.099
1.342	0.192	0.192
2.658	0.096	0.096
1.411	0.404	0.404
1.451	0.126	0.126
0.897	0.401	0.401
0.693	0.246	0.246
2.818	0.05	0.05
1.415	0.132	0.132
1.924	0.052	0.052
2.229	0.068	0.068
3.281	0.291	0.291
1.109	0.211	0.211
1.186	0.17	0.17
3.498	0.072	0.072
1.139	0.134	0.134
4.471	1.108	1.108
2.059	0.368	0.368
1.575	0.256	0.256
0.26	0.237	0.237
1.213	0.12	0.12
1.454	0.182	0.182
0.26	0.162	0.162
0.26	0.112	0.112
0.695	0.985	0.985
1.054	0.862	0.862
1.683	0.543	0.543
1.71	0.217	0.217
1.83	0.142	0.142
1.986	0.122	0.122
0.26	0.434	0.434
1.89	0.194	0.194
0.26	0.154	0.154
1.949	0.136	0.136
1.155	0.08	0.08
1.756	0.607	0.607
0.274	0.487	0.487
0.619	0.369	0.369
1.261	0.211	0.211
2.851	0.076	0.076
2.902	0.136	0.136
4.195	0.25	0.25
0.26	0.238	0.238
0.589	0.21	0.21
2.018	0.139	0.139
1.445	0.084	0.084
0.26	0.483	0.483
1.458	0.258	0.258
1.105	0.079	0.079
1.806	0.058	0.058
1.275	0.313	0.313
2.203	0.194	0.194
0.26	0.203	0.203
0.26	0.135	0.135
1.574	0.065	0.065
2.478	0.068	0.068
1.485	0.104	0.104
4.302	0.171	0.171
1.114	0.057	0.057
0.34	0.034	0.034
1.444	0.521	0.521
1.394	0.093	0.093
0.703	0.236	0.236
0.703	0.139	0.139
1.054	0.839	0.839
1.978	0.287	0.287
1.776	0.162	0.162
1.097	0.174	0.174
1.035	0.293	0.293
1.535	0.095	0.095
2.4	0.084	0.084
2.025	0.073	0.073
2.176	0.109	0.109
0.833	0.141	0.141
1.086	0.045	0.045
0.848	0.049	0.049
1.529	0.053	0.053
1.13	0.078	0.078
2.812	0.066	0.066
1.001	0.053	0.053
2.218	0.079	0.079
1.668	0.072	0.072
2.28	0.072	0.072
2.05	0.084	0.084
1.811	0.063	0.063
0.663	0.057	0.057
1.981	0.067	0.067
1.662	0.057	0.057
1.244	0.06	0.06
1.219	0.047	0.047
3.007	0.048	0.048
0.648	0.056	0.056
1.036	0.036	0.036
0.981	0.029	0.029
1.784	0.05	0.05
0.729	0.047	0.047
0.738	0.052	0.052
1.712	0.063	0.063
4.131	0.126	0.126
1.584	0.05	0.05
0.875	0.05	0.05
2.537	0.054	0.054
2.506	0.072	0.072
1.497	0.057	0.057
1.92	0.046	0.046
0.609	0.05	0.05
0.675	0.046	0.046
0.487	0.07	0.07
2.177	0.041	0.041
1.667	0.075	0.075
1.348	0.084	0.084
1.844	0.078	0.078
2.294	0.076	0.076
1.014	0.047	0.047
1.589	0.05	0.05
0.784	0.048	0.048
1.378	0.048	0.048
3.869	0.073	0.073
2.497	0.071	0.071
2.131	0.055	0.055
2.853	0.106	0.106
0.654	0.036	0.036
0.742	0.046	0.046
1.432	0.048	0.048
1.341	0.05	0.05
1.129	0.048	0.048
1.177	0.044	0.044
0.546	0.038	0.038
0.553	0.032	0.032
1.162	0.061	0.061
1.723	0.077	0.077
0.661	0.064	0.064
0.796	0.066	0.066
2.523	0.06	0.06
1.822	0.098	0.098
2.734	0.086	0.086
1.722	0.065	0.065
1.503	0.081	0.081
0.574	0.217	0.217
2.427	0.068	0.068
1.108	0.062	0.062
1.205	0.054	0.054
1.974	0.046	0.046
0.408	0.083	0.083
1.187	0.054	0.054
1.631	0.071	0.071
1.85	0.05	0.05
1.652	0.063	0.063
1.216	0.082	0.082
1.498	0.057	0.057
0.412	0.071	0.071
2.625	0.074	0.074
1.945	0.065	0.065
1.799	0.06	0.06
0.818	0.067	0.067
1.156	0.053	0.053
1.421	0.083	0.083
0.597	0.115	0.115
2.186	0.051	0.051
1.05	0.042	0.042
2.182	0.072	0.072
3.82	0.049	0.049
0.67	0.056	0.056
0.738	0.046	0.046
0.902	0.041	0.041
1.709	0.036	0.036
0.539	0.036	0.036
0.638	0.051	0.051
0.95	0.048	0.048
1.337	0.044	0.044
1.099	0.067	0.067
0.592	0.058	0.058
1.767	0.059	0.059
1.636	0.06	0.06
1.332	0.078	0.078
2.253	0.03	0.03
1.548	0.024	0.024
0.692	0.044	0.044
1.407	0.051	0.051
0.922	0.037	0.037
2.052	0.045	0.045
0.723	0.046	0.046
1.405	0.066	0.066
1.443	0.086	0.086
1.766	0.084	0.084
2.288	0.078	0.078
2.389	0.053	0.053
1.691	0.065	0.065
2.437	0.065	0.065
0.87	0.041	0.041
1.442	0.041	0.041
