28	0.00075	0.88	0.68
29	0.00075	0.88	0.68
33	0.00075	0.88	0.68
40	0.00075	0.88	0.68
45	0.00075	0.88	0.68
46	0.00075	0.88	0.68
49	0.00075	0.88	0.68
50	0.00075	0.88	0.68
56	0.00075	0.88	0.68
62	0.00075	0.88	0.68
63	0.00075	0.88	0.68
66	0.00075	0.88	0.68
67	0.00075	0.88	0.68
72	0.00075	0.88	0.68
73	0.00075	0.88	0.68
74	0.00075	0.88	0.68
79	0.00075	0.88	0.68
83	0.00075	0.88	0.68
84	0.00075	0.88	0.68
85	0.00075	0.88	0.68
86	0.00075	0.88	0.68
91	0.00075	0.88	0.68
92	0.00075	0.88	0.68
93	0.00075	0.88	0.68
94	0.00075	0.88	0.68
95	0.00075	0.88	0.68
105	0.00075	0.88	0.68
106	0.00075	0.88	0.68
110	0.00075	0.88	0.68
112	0.00075	0.88	0.68
113	0.00075	0.88	0.68
114	0.00075	0.88	0.68
118	0.00075	0.88	0.68
119	0.00075	0.88	0.68
120	0.00075	0.88	0.68
121	0.00075	0.88	0.68
122	0.00075	0.88	0.68
125	0.00075	0.88	0.68
128	0.00075	0.88	0.68
131	0.00075	0.88	0.68
132	0.00075	0.88	0.68
133	0.00075	0.88	0.68
135	0.00075	0.88	0.68
136	0.00075	0.88	0.68
137	0.00075	0.88	0.68
139	0.00075	0.88	0.68
142	0.00075	0.88	0.68
144	0.00075	0.88	0.68
146	0.00075	0.88	0.68
147	0.00075	0.88	0.68
148	0.00075	0.88	0.68
151	0.00075	0.88	0.68
152	0.00075	0.88	0.68
153	0.00075	0.88	0.68
154	0.00075	0.88	0.68
155	0.00075	0.88	0.68
156	0.00075	0.88	0.68
159	0.00075	0.88	0.68
161	0.00075	0.88	0.68
162	0.00075	0.88	0.68
163	0.00075	0.88	0.68
164	0.00075	0.88	0.68
165	0.00075	0.88	0.68
166	0.00075	0.88	0.68
167	0.00075	0.88	0.68
168	0.00075	0.88	0.68
172	0.00075	0.88	0.68
174	0.00075	0.88	0.68
176	0.00075	0.88	0.68
177	0.00075	0.88	0.68
178	0.00075	0.88	0.68
179	0.00075	0.88	0.68
180	0.00075	0.88	0.68
181	0.00075	0.88	0.68
183	0.00075	0.88	0.68
184	0.00075	0.88	0.68
185	0.00075	0.88	0.68
186	0.00075	0.88	0.68
187	0.00075	0.88	0.68
189	0.00075	0.88	0.68
192	0.00075	0.88	0.68
193	0.00075	0.88	0.68
195	0.00075	0.88	0.68
199	0.00075	0.88	0.68
200	0.00075	0.88	0.68
201	0.00075	0.88	0.68
202	0.00075	0.88	0.68
204	0.00075	0.88	0.68
205	0.00075	0.88	0.68
206	0.00075	0.88	0.68
209	0.00075	0.88	0.68
210	0.00075	0.88	0.68
211	0.00075	0.88	0.68
215	0.00075	0.88	0.68
217	0.00075	0.88	0.68
218	0.00075	0.88	0.68
219	0.00075	0.88	0.68
220	0.00075	0.88	0.68
221	0.00075	0.88	0.68
222	0.00075	0.88	0.68
223	0.00075	0.88	0.68
226	0.00075	0.88	0.68
227	0.00075	0.88	0.68
228	0.00075	0.88	0.68
229	0.00075	0.88	0.68
231	0.00075	0.88	0.68
232	0.00075	0.88	0.68
233	0.00075	0.88	0.68
234	0.00075	0.88	0.68
235	0.00075	0.88	0.68
236	0.00075	0.88	0.68
