0.34	0.15	0.15
0.25	0.15	0.15
0.28	0.15	0.15
0.25	0.11	0.11
3.84	0.1	0.1
0.35	0.17	0.17
0.35	0.1	0.1
3.17	0.17	0.17
2.22	0.15	0.15
0.49	0.23	0.23
1.16	0.22	0.22
1.59	0.17	0.17
2.28	0.3	0.3
1.27	0.34	0.34
1.28	0.13	0.13
0.62	0.13	0.13
0.71	0.23	0.23
0.21	0.23	0.23
0.21	0.13	0.13
1.84	0.14	0.14
3.42	0.28	0.28
1.52	0.1	0.1
0.36	0.11	0.11
0.31	0.1	0.1
2.23	0.07	0.07
0.14	0.22	0.22
0.14	0.12	0.12
2.15	0.08	0.08
1.83	0.11	0.11
1.16	0.11	0.11
0.9	0.1	0.1
0.69	0.06	0.06
1.21	0.13	0.13
1.11	0.05	0.05
0.93	0.05	0.05
4.7	0.13	0.13
0.73	0.04	0.04
0.84	0.08	0.08
1.8	0.16	0.16
0.75	0.05	0.05
3.36	0.07	0.07
1.13	0.05	0.05
3.72	0.09	0.09
2.55	0.04	0.04
1.22	0.08	0.08
2.37	0.06	0.06
4.45	0.08	0.08
0.84	0.07	0.07
1.01	0.05	0.05
1.43	0.21	0.21
2.18	0.05	0.05
4.4	0.07	0.07
3.8	0.17	0.17
3.54	0.05	0.05
1.37	0.04	0.04
3.23	0.08	0.08
0.51	0.08	0.08
1.54	0.05	0.05
1.45	0.07	0.07
1.61	0.06	0.06
2.17	0.1	0.1
2.02	0.06	0.06
2.84	0.1	0.1
1.29	0.07	0.07
6.27	0.08	0.08
0.76	0.04	0.04
1.1	0.05	0.05
1.09	0.05	0.05
1.01	0.07	0.07
0.65	0.05	0.05
1.55	0.06	0.06
2.38	0.05	0.05
2.53	0.08	0.08
4.41	0.1	0.1
4.13	0.08	0.08
0.99	0.08	0.08
0.59	0.09	0.09
1.29	0.05	0.05
1.44	0.06	0.06
1.07	0.14	0.14
2.25	0.06	0.06
3.2	0.05	0.05
1.21	0.07	0.07
2.46	0.04	0.04
3.19	0.14	0.14
4.33	0.08	0.08
2.26	0.05	0.05
2.97	0.1	0.1
1.41	0.12	0.12
0.95	0.07	0.07
2.51	0.08	0.08
0.68	0.06	0.06
1.93	0.09	0.09
1.57	0.05	0.05
1.2	0.08	0.08
0.67	0.07	0.07
0.98	0.04	0.04
2.23	0.2	0.2
1.4	0.03	0.03
2.55	0.06	0.06
1.64	0.06	0.06
2.3	0.07	0.07
3.56	0.09	0.09
2.65	0.06	0.06
2.88	0.07	0.07
3.68	0.06	0.06
0.88	0.05	0.05
3.58	0.34	0.34
1.53	0.05	0.05
3.52	0.08	0.08
2.41	0.06	0.06
1.69	0.06	0.06
1.48	0.04	0.04
4.45	0.07	0.07
0.85	0.04	0.04
1.83	0.04	0.04
1.04	0.14	0.14
1.72	0.04	0.04
4.74	0.06	0.06
3.16	0.05	0.05
0.83	0.04	0.04
1.28	0.04	0.04
1	0.05	0.05
2.47	0.32	0.32
0.71	0.07	0.07
1.17	0.04	0.04
2.06	0.05	0.05
0.98	0.07	0.07
4.88	0.08	0.08
6.42	0.1	0.1
1.47	0.09	0.09
0.84	0.08	0.08
1.11	0.07	0.07
1.4	0.07	0.07
1.48	0.15	0.15
2.73	0.07	0.07
1.42	0.08	0.08
0.97	0.08	0.08
1.05	0.05	0.05
1.05	0.05	0.05
3.56	0.08	0.08
1.72	0.07	0.07
3.15	0.07	0.07
3.05	0.05	0.05
0.91	0.07	0.07
1.29	0.05	0.05
