4.02	1.41	1.41
5.57	1.4	1.4
5.53	1.32	1.32
2.01	0.56	0.56
0.67	1.12	1.12
0.65	1.17	1.17
3.02	0.76	0.76
3.17	0.28	0.28
1.44	0.28	0.28
4.97	0.42	0.42
0.88	1	1
3.61	0.37	0.37
1.79	1.03	1.03
1.92	0.37	0.37
1.06	0.46	0.46
0.92	0.21	0.21
0.51	0.07	0.07
0.51	0.07	0.07
0.25	0.26	0.26
2.08	0.15	0.15
0.69	0.22	0.22
1.64	0.77	0.77
0.25	0.96	0.96
0.3	0.28	0.28
0.3	0.15	0.15
0.64	0.29	0.29
4.2	0.26	0.26
0.25	0.98	0.98
0.29	0.16	0.16
1.54	0.13	0.13
0.13	0.35	0.35
0.13	0.19	0.19
0.39	0.2	0.2
0.56	0.11	0.11
0.25	0.56	0.56
1.65	0.33	0.33
0.3	0.94	0.94
2.45	0.72	0.72
0.49	0.22	0.22
0.49	0.12	0.12
1.19	0.14	0.14
1.42	0.17	0.17
0.4	0.05	0.05
0.25	0.97	0.97
1.3	0.86	0.86
1.32	0.13	0.13
0.81	0.08	0.08
1.69	0.28	0.28
2.93	0.21	0.21
1.51	0.17	0.17
2.22	0.16	0.16
1.11	0.76	0.76
2.32	0.63	0.63
1.44	0.21	0.21
1.44	0.11	0.11
3.38	0.32	0.32
1.22	0.13	0.13
1.8	0.07	0.07
3.41	0.3	0.3
0.25	0.76	0.76
0.59	0.41	0.41
0.59	0.22	0.22
0.59	0.11	0.11
0.25	0.12	0.12
1.92	0.21	0.21
2.04	0.15	0.15
0.42	0.13	0.13
0.32	0.13	0.13
0.22	0.33	0.33
0.22	0.18	0.18
0.38	0.39	0.39
0.61	0.37	0.37
0.96	0.16	0.16
0.25	0.19	0.19
1.65	0.07	0.07
2.53	0.15	0.15
2.07	0.16	0.16
0.61	0.68	0.68
1.18	0.64	0.64
1.7	0.1	0.1
2.8	0.07	0.07
0.34	0.24	0.24
0.34	0.13	0.13
2.17	0.14	0.14
3.95	0.13	0.13
0.91	0.08	0.08
2.58	0.11	0.11
0.81	0.31	0.31
1.19	0.33	0.33
2.1	0.46	0.46
1.32	0.52	0.52
