0.422	0.043
0.388	0.04
0.78	0.034
0.069	0.02
0.121	0.03
0.1	0.022
0.232	0.039
0.174	0.019
0.137	0.034
0.025	0.02
0.161	0.019
0.151	0.04
0.301	0.023
0.137	0.019
0.025	0.035
0.085	0.019
0.104	0.032
0.112	0.025
0.166	0.024
0.025	0.019
0.062	0.032
0.169	0.023
0.025	0.034
0.259	0.023
0.051	0.023
0.025	0.026
0.371	0.02
0.025	0.027
0.204	0.022
0.144	0.031
0.243	0.021
0.134	0.026
0.171	0.021
0.187	0.031
0.025	0.032
0.035	0.022
0.134	0.024
0.046	0.019
0.025	0.022
0.063	0.032
0.036	0.032
0.114	0.02
0.025	0.024
0.086	0.017
0.025	0.03
0.19	0.028
0.071	0.032
0.099	0.022
0.084	0.021
0.025	0.026
0.133	0.033
0.025	0.03
0.113	0.019
0.15	0.019
0.123	0.03
0.025	0.034
0.177	0.015
0.066	0.015
0.12	0.016
0.038	0.015
0.025	0.018
0.03	0.018
0.052	0.015
0.074	0.016
0.083	0.016
0.025	0.021
0.08	0.016
0.138	0.018
0.035	0.016
0.051	0.015
0.035	0.016
0.071	0.019
0.211	0.016
0.077	0.016
0.072	0.015
0.035	0.015
0.037	0.016
0.16	0.016
0.057	0.016
0.032	0.015
0.036	0.018
0.04	0.018
0.146	0.016
0.082	0.016
0.041	0.016
0.025	0.017
0.025	0.03
0.102	0.015
0.071	0.015
0.25	0.016
0.076	0.016
0.027	0.02
0.056	0.016
0.055	0.015
0.144	0.018
0.091	0.017
0.048	0.021
0.025	0.02
0.087	0.015
0.025	0.023
0.105	0.015
0.041	0.016
0.042	0.018
0.15	0.017
0.027	0.017
0.158	0.016
0.082	0.016
0.204	0.017
0.223	0.016
0.042	0.017
0.143	0.017
0.08	0.029
0.102	0.023
